date,open,high,low,close,volume
2024-06-18,1507.1,1517.1,1497.1,1497.8,7975400
2024-06-19,1466.4,1477.8,1457.3,1472.4,9658800
2024-06-20,1490.6,1514.8,1483.1,1497.2,12737000
2024-06-21,1515.7,1521.8,1495.0,1501.5,15307600
2024-06-24,1512.6,1513.2,1497.8,1502.3,17739300
2024-06-25,1526.6,1529.2,1507.2,1520.2,15973200
2024-06-26,1524.4,1544.6,1520.3,1534.8,17354200
2024-06-27,1561.9,1580.1,1555.9,1565.8,5991200
2024-06-28,1575.3,1581.2,1565.6,1576.7,10990500
2024-07-01,1571.7,1580.1,1552.2,1559.7,5275700
2024-07-02,1579.3,1581.8,1570.9,1579.8,14190500
2024-07-03,1577.2,1599.8,1560.6,1590.8,12408700
2024-07-04,1556.4,1571.6,1547.0,1559.2,16407100
2024-07-05,1577.6,1580.9,1561.2,1563.0,9075600
2024-07-08,1553.5,1566.8,1549.3,1561.4,7166700
2024-07-09,1581.3,1598.0,1560.4,1566.3,4248200
2024-07-10,1571.8,1590.6,1547.2,1560.7,5339600
2024-07-11,1584.4,1600.6,1571.0,1586.3,16153600
2024-07-12,1592.6,1592.8,1567.5,1580.6,4763400
2024-07-15,1565.4,1581.9,1546.9,1569.2,15291100
2024-07-16,1583.7,1606.1,1569.1,1591.1,5753900
2024-07-17,1563.2,1567.1,1550.4,1561.8,9526200
2024-07-18,1582.0,1590.5,1571.8,1575.7,8286600
2024-07-19,1616.4,1630.8,1589.2,1605.5,4922100
2024-07-22,1608.1,1622.4,1587.5,1606.3,6430700
2024-07-23,1611.4,1624.5,1605.0,1619.2,10977300
2024-07-24,1685.9,1698.2,1660.0,1672.8,9802100
2024-07-25,1682.7,1693.1,1673.7,1680.5,18233200
2024-07-26,1644.3,1660.5,1629.3,1638.4,13219800
2024-07-29,1627.4,1627.8,1617.5,1627.5,6191200
2024-07-30,1621.2,1621.2,1620.1,1621.2,6580400
2024-07-31,1597.1,1607.4,1577.5,1591.7,6988500
2024-08-01,1582.1,1609.1,1580.6,1598.0,16687500
2024-08-02,1590.7,1598.0,1584.7,1592.5,14309800
2024-08-05,1591.0,1597.0,1581.4,1596.7,8255500
2024-08-06,1597.4,1614.3,1594.7,1610.4,11854000
2024-08-07,1590.2,1602.3,1574.9,1589.2,6984100
2024-08-08,1572.6,1590.0,1559.9,1571.0,9913100
2024-08-09,1588.2,1595.2,1563.1,1580.2,10935400
2024-08-12,1567.2,1575.7,1558.2,1570.1,14452800
2024-08-13,1576.7,1599.4,1565.5,1583.1,10874600
2024-08-14,1573.9,1586.0,1545.0,1559.9,18030300
2024-08-15,1549.9,1568.0,1548.7,1556.4,13044600
2024-08-16,1546.4,1559.4,1522.6,1537.8,10652500
2024-08-19,1546.3,1551.7,1540.1,1543.6,9493900
2024-08-20,1538.5,1539.4,1521.6,1536.5,15632900
2024-08-21,1521.0,1540.3,1509.1,1532.8,10640000
2024-08-22,1517.0,1527.3,1505.3,1507.2,8571400
2024-08-23,1490.5,1511.3,1482.6,1497.7,5631600
2024-08-26,1471.0,1499.9,1459.5,1483.9,16715100
2024-08-27,1487.1,1497.8,1466.4,1479.4,12961800
2024-08-28,1483.9,1496.0,1473.4,1490.5,6765400
2024-08-29,1479.2,1493.7,1463.6,1474.1,14473600
2024-08-30,1470.7,1479.0,1464.0,1467.4,11618600
2024-09-02,1464.2,1478.7,1449.8,1456.1,7869700
2024-09-03,1434.2,1454.9,1420.5,1441.5,12915300
2024-09-04,1451.8,1465.8,1445.9,1451.7,11348800
2024-09-05,1432.2,1446.9,1427.8,1445.3,16303400
2024-09-06,1417.4,1421.9,1402.8,1411.2,11616600
2024-09-09,1404.5,1412.9,1400.3,1405.3,3776300
2024-09-10,1370.3,1389.5,1360.1,1376.5,17945100
2024-09-11,1392.5,1406.0,1384.6,1395.6,11330000
2024-09-12,1343.0,1356.1,1328.0,1355.5,12009300
2024-09-13,1372.4,1381.0,1364.0,1376.3,18299100
2024-09-16,1355.4,1374.5,1341.8,1367.9,10686300
2024-09-17,1366.8,1380.0,1357.1,1366.9,9882300
2024-09-18,1339.7,1346.6,1323.4,1334.4,6644300
2024-09-19,1348.1,1360.6,1332.2,1352.5,6344400
2024-09-20,1368.7,1376.1,1363.5,1365.6,10158100
2024-09-23,1368.1,1377.3,1350.7,1361.2,13365900
