date,open,high,low,close,volume
2024-06-18,4664.5,4692.8,4656.1,4685.3,1058100
2024-06-19,4626.2,4631.8,4613.7,4625.4,2446700
2024-06-20,4766.9,4829.3,4751.9,4777.8,2703300
2024-06-21,4717.1,4753.9,4712.2,4744.2,1173700
2024-06-24,4762.1,4779.1,4691.0,4724.0,2653900
2024-06-25,4678.0,4740.4,4642.2,4688.7,672700
2024-06-26,4414.0,4442.6,4401.2,4440.1,1146100
2024-06-27,4492.0,4492.7,4432.2,4450.4,1604700
2024-06-28,4375.1,4439.3,4331.2,4416.1,2660100
2024-07-01,4285.6,4318.0,4220.8,4262.8,1636500
2024-07-02,4245.8,4303.2,4215.2,4275.8,759900
2024-07-03,4403.1,4405.8,4339.8,4381.4,1601500
2024-07-04,4701.5,4720.6,4636.9,4660.0,2629100
2024-07-05,4637.2,4676.8,4591.2,4639.1,2439400
2024-07-08,4565.1,4646.0,4559.2,4601.6,861400
2024-07-09,4610.5,4620.7,4549.8,4579.2,2612300
2024-07-10,4505.2,4547.6,4465.6,4504.8,982400
2024-07-11,4275.3,4314.0,4231.4,4311.8,2162800
2024-07-12,4403.0,4430.6,4400.7,4425.5,1807100
2024-07-15,4563.9,4610.9,4540.1,4548.7,587300
2024-07-16,4526.6,4590.7,4477.4,4553.9,1595400
2024-07-17,4551.3,4585.7,4538.3,4541.4,2715800
2024-07-18,4574.7,4581.8,4532.9,4574.9,987700
2024-07-19,4375.4,4423.0,4349.1,4387.8,1192700
2024-07-22,4435.1,4470.9,4389.8,4406.5,1669200
2024-07-23,4334.1,4358.9,4292.6,4295.5,2908400
2024-07-24,4226.5,4284.6,4198.4,4244.0,2878200
2024-07-25,4197.7,4221.2,4151.3,4203.0,1220300
2024-07-26,4112.0,4165.1,4074.2,4152.3,1224000
2024-07-29,4137.1,4179.0,4106.5,4170.2,2692900
2024-07-30,4215.8,4297.6,4213.9,4255.0,2298700
2024-07-31,4256.8,4304.4,4218.1,4225.3,2595500
2024-08-01,4149.9,4185.7,4097.4,4130.3,2543400
2024-08-02,4128.1,4149.4,4095.2,4126.4,1937800
2024-08-05,4038.0,4080.2,3966.5,4006.0,2607500
2024-08-06,4096.4,4117.9,4069.9,4096.0,1273600
2024-08-07,4043.8,4085.8,4017.1,4018.6,2228200
2024-08-08,4089.7,4137.1,4015.1,4054.3,1271700
2024-08-09,4016.5,4071.7,3971.4,4056.1,2894200
2024-08-12,3928.1,3949.4,3891.4,3933.7,1757300
2024-08-13,3963.1,3968.2,3898.6,3942.8,1698900
2024-08-14,3889.3,3900.6,3873.2,3884.6,2098200
2024-08-15,3780.1,3783.0,3743.3,3771.0,701300
2024-08-16,3889.9,3893.3,3869.8,3874.0,2873400
