date,open,high,low,close,volume
2024-06-18,6304.6,6345.7,6236.7,6328.5,2090600
2024-06-19,6300.9,6349.8,6231.0,6245.8,2224600
2024-06-20,6223.1,6284.9,6197.7,6220.8,799900
2024-06-21,6208.0,6297.1,6185.5,6236.3,2045800
2024-06-24,6375.2,6443.2,6349.5,6355.8,1303000
2024-06-25,6272.9,6363.6,6264.7,6320.0,2030400
2024-06-26,6355.6,6419.0,6264.9,6331.8,1998400
2024-06-27,6419.2,6496.1,6401.2,6474.8,1550800
2024-06-28,6271.0,6305.5,6227.1,6300.6,1618600
2024-07-01,6394.8,6395.4,6297.2,6345.0,1380800
2024-07-02,6388.4,6435.9,6344.7,6364.2,1631200
2024-07-03,6445.0,6508.4,6363.8,6439.8,571800
2024-07-04,6047.9,6170.1,6014.8,6106.0,2147700
2024-07-05,5861.8,5917.7,5861.4,5867.3,1056800
2024-07-08,5934.7,6032.6,5885.4,5976.8,1866800
2024-07-09,5906.4,5933.2,5821.9,5873.7,2337100
2024-07-10,5977.9,5988.3,5972.2,5983.0,1518700
2024-07-11,5951.9,6004.5,5908.2,5964.3,1718200
2024-07-12,5989.4,6067.9,5972.7,6018.9,1141500
2024-07-15,5889.2,5919.4,5843.3,5914.7,838300
2024-07-16,5723.0,5798.7,5721.0,5749.8,1337200
2024-07-17,5908.6,6004.7,5892.7,5957.1,809600
2024-07-18,6088.3,6132.2,6076.6,6096.0,2195500
2024-07-19,6149.4,6193.5,6110.1,6155.0,1096500
2024-07-22,6009.0,6035.1,5945.7,5972.0,2012500
2024-07-23,5919.1,6009.0,5855.8,5960.6,478100
2024-07-24,5812.7,5882.0,5739.6,5809.1,882700
2024-07-25,5687.0,5739.7,5667.4,5679.3,1769400
2024-07-26,5792.7,5804.1,5768.4,5769.3,1230200
2024-07-29,5714.2,5778.7,5618.9,5665.9,1282400
2024-07-30,5611.2,5647.9,5565.3,5582.7,1532000
2024-07-31,5597.1,5617.5,5552.9,5580.1,823700
2024-08-01,5587.2,5628.6,5498.2,5558.7,1331900
2024-08-02,5427.5,5460.5,5373.3,5458.8,1648300
2024-08-05,5548.5,5570.6,5508.8,5512.1,2152200
2024-08-06,5666.2,5731.3,5620.2,5677.5,713800
2024-08-07,5495.0,5564.1,5453.0,5518.2,675000
2024-08-08,5567.8,5628.4,5521.6,5521.8,1503600
2024-08-09,5525.1,5560.4,5478.1,5499.5,752000
2024-08-12,5530.4,5544.0,5496.0,5514.3,2240300
2024-08-13,5574.9,5598.3,5513.9,5562.2,1309600
2024-08-14,5558.6,5638.5,5543.4,5577.8,1151600
2024-08-15,5564.6,5641.8,5539.2,5603.4,1030700
2024-08-16,5499.4,5539.9,5492.5,5531.3,2338800
2024-08-19,5265.6,5308.1,5204.6,5304.2,2327300
2024-08-20,5178.0,5259.8,5157.3,5199.0,1202800
2024-08-21,5272.7,5327.1,5266.1,5292.2,1026800
2024-08-22,5077.7,5093.5,5028.1,5063.1,2002400
2024-08-23,4970.6,5037.4,4939.5,4994.0,1866300
2024-08-26,4814.4,4877.3,4768.0,4827.9,958800
2024-08-27,4784.1,4839.5,4742.2,4771.8,2361400
2024-08-28,4738.9,4753.5,4709.3,4711.6,1855600
2024-08-29,4841.4,4881.1,4817.4,4841.5,1727900
2024-08-30,4875.1,4916.2,4862.3,4890.2,1538600
2024-09-02,4883.2,4986.6,4837.4,4928.5,1160200
2024-09-03,5138.0,5185.3,5068.4,5117.5,512100
2024-09-04,5024.5,5031.1,4986.7,5014.5,1606000
2024-09-05,5124.3,5177.0,5068.6,5151.3,864300
2024-09-06,5239.2,5275.6,5197.7,5239.2,917500
2024-09-09,5382.1,5388.5,5305.3,5354.4,1399900
2024-09-10,5529.4,5536.1,5512.9,5533.1,808600
2024-09-11,5437.4,5506.6,5409.2,5475.0,747900
2024-09-12,5357.7,5412.8,5310.2,5395.3,1575500
2024-09-13,5392.6,5433.0,5389.6,5420.9,1485600
2024-09-16,5321.3,5330.3,5266.8,5312.4,746500
2024-09-17,5429.8,5443.0,5413.7,5420.5,966000
2024-09-18,5356.6,5407.6,5286.0,5336.5,906600
2024-09-19,5314.9,5371.0,5257.4,5321.1,1928100
2024-09-20,5406.5,5418.0,5361.5,5401.2,1714700
2024-09-23,5433.6,5461.3,5351.9,5401.6,1693900
2024-09-24,5490.0,5554.1,5469.0,5531.5,1602200
2024-09-25,5548.0,5589.3,5493.8,5521.0,1445200
2024-09-26,5590.7,5642.1,5553.1,5576.0,824100
2024-09-27,5489.8,5511.1,5433.9,5487.9,1888000
2024-09-30,5460.6,5500.0,5425.9,5452.6,1265700
2024-10-01,5464.9,5522.3,5450.2,5452.3,2366900
2024-10-02,5344.9,5431.2,5338.3,5393.6,1461200
2024-10-03,5367.9,5420.7,5330.9,5368.7,1019300
2024-10-04,5482.6,5553.8,5433.2,5491.2,731900
2024-10-07,5421.0,5480.8,5378.6,5459.4,2062600
2024-10-08,5423.4,5480.9,5384.0,5430.8,1828000
