date,open,high,low,close,volume
2024-06-18,4269.3,4302.0,4230.9,4279.9,1524900
2024-06-19,4362.4,4369.8,4300.5,4336.0,1863500
2024-06-20,4356.3,4415.0,4338.5,4363.7,1449400
2024-06-21,4172.7,4205.3,4136.7,4187.9,1801200
2024-06-24,4117.2,4119.3,4066.0,4084.4,1786000
2024-06-25,4101.5,4140.2,4034.8,4061.6,1438800
2024-06-26,4066.7,4092.2,4021.0,4043.0,2762100
2024-06-27,3854.7,3923.3,3839.3,3886.1,2031200
2024-06-28,3977.0,4008.2,3941.7,3996.3,2007800
2024-07-01,3977.3,3984.1,3957.9,3966.6,1150800
2024-07-02,4079.5,4086.3,4029.4,4064.6,2183600
2024-07-03,4022.2,4029.6,3953.8,3995.2,2734800
2024-07-04,4200.9,4268.4,4185.7,4228.6,2345400
2024-07-05,4403.6,4430.2,4351.5,4377.0,3280700
2024-07-08,4446.3,4484.0,4388.3,4411.6,983500
2024-07-09,4448.5,4471.4,4392.8,4441.1,1172900
2024-07-10,4262.6,4341.7,4236.3,4298.2,2547300
2024-07-11,4206.7,4238.9,4159.6,4201.0,1245000
2024-07-12,4107.1,4119.6,4089.6,4105.3,1602800
2024-07-15,3971.4,4009.1,3924.9,3947.4,3068000
2024-07-16,3994.0,4053.6,3955.9,4023.7,876700
2024-07-17,4018.9,4065.2,3973.8,3985.0,2543200
2024-07-18,3953.7,3987.1,3909.8,3959.7,671000
2024-07-19,4031.0,4076.7,4000.9,4014.2,1086200
2024-07-22,3906.6,3913.2,3863.9,3903.0,3045200
2024-07-23,3981.2,4022.3,3949.0,4002.4,2358700
2024-07-24,3996.4,4005.9,3967.0,3976.8,1450200
2024-07-25,3958.7,3999.5,3939.3,3961.4,2250300
2024-07-26,3888.6,3957.9,3860.2,3923.2,923500
2024-07-29,3953.4,4008.2,3914.2,3969.7,2597800
2024-07-30,3957.7,3981.8,3945.0,3951.3,2891500
2024-07-31,3916.2,3954.6,3912.0,3931.4,3144900
2024-08-01,3866.0,3916.7,3837.5,3896.2,2299100
2024-08-02,3785.3,3823.8,3783.9,3820.0,2177900
2024-08-05,3866.4,3870.1,3849.1,3860.4,3077300
2024-08-06,3763.8,3805.8,3746.6,3801.2,967700
2024-08-07,3862.3,3913.8,3821.7,3877.6,2790600
2024-08-08,3823.2,3882.9,3798.6,3851.4,2472300
2024-08-09,3874.2,3929.8,3850.7,3894.0,3124500
2024-08-12,3858.1,3868.4,3833.5,3867.1,3139200
2024-08-13,3872.5,3910.7,3848.9,3873.9,2776500
2024-08-14,3880.3,3935.9,3837.3,3900.5,3132000
2024-08-15,3814.3,3845.8,3805.9,3840.4,874800
2024-08-16,3804.2,3853.4,3762.0,3840.6,1944400
2024-08-19,3802.5,3844.4,3798.3,3826.5,2191600
2024-08-20,3809.5,3822.8,3782.2,3794.2,2108800
2024-08-21,3961.7,3991.7,3914.2,3936.5,1483300
2024-08-22,3998.0,4038.4,3988.2,4000.2,3211300
2024-08-23,4068.2,4099.1,4012.0,4054.6,1445100
2024-08-26,4152.2,4195.3,4111.5,4141.0,2389500
2024-08-27,4192.9,4242.5,4145.1,4160.7,1805800
2024-08-28,4078.6,4156.1,4038.8,4114.5,1497700
2024-08-29,4108.2,4147.3,4029.6,4069.4,2200100
2024-08-30,4129.2,4144.7,4097.5,4143.3,2343200
2024-09-02,4185.6,4210.0,4136.5,4188.3,3108900
2024-09-03,4288.3,4316.2,4277.1,4301.4,1821100
2024-09-04,4254.6,4255.2,4187.0,4224.8,2064800
2024-09-05,4128.9,4204.3,4090.7,4170.1,1020500
2024-09-06,4116.4,4157.9,4098.7,4101.6,1799000
2024-09-09,4105.8,4134.8,4052.4,4070.0,1033100
2024-09-10,4119.2,4163.2,4051.3,4099.1,2194800
2024-09-11,3969.0,3997.6,3929.9,3996.7,1211500
2024-09-12,3981.8,4009.0,3954.4,3971.8,1986200
2024-09-13,4048.1,4116.3,4034.8,4073.0,3143700
2024-09-16,4136.2,4180.5,4120.1,4166.2,1668800
2024-09-17,4185.3,4239.6,4171.0,4222.8,1978500
2024-09-18,4159.8,4233.7,4131.6,4195.4,1906100
2024-09-19,4281.6,4327.7,4229.8,4239.6,2777600
2024-09-20,4221.1,4253.8,4163.1,4208.7,3117100
2024-09-23,4274.1,4321.1,4261.9,4273.7,1875600
2024-09-24,4450.6,4506.8,4399.7,4460.7,2910200
2024-09-25,4290.3,4321.0,4239.8,4260.5,1823200
2024-09-26,4331.5,4348.0,4270.2,4291.8,2342900
2024-09-27,4444.0,4499.3,4439.6,4467.3,3133000
2024-09-30,4394.1,4449.4,4382.8,4427.9,3029400
2024-10-01,4528.5,4536.2,4471.7,4486.6,1488500
2024-10-02,4488.0,4506.1,4441.3,4490.1,3092500
2024-10-03,4439.6,4493.2,4418.8,4448.1,1955500
2024-10-04,4643.6,4663.1,4575.8,4613.8,1573100
2024-10-07,4519.9,4575.2,4485.4,4560.8,2374600
2024-10-08,4547.9,4551.1,4488.1,4540.1,2212500
2024-10-09,4565.9,4616.0,4520.1,4525.6,860900
2024-10-10,4441.1,4478.4,4397.0,4432.2,1022400
2024-10-11,4192.7,4246.5,4155.5,4233.3,782000
2024-10-14,4221.2,4235.9,4196.2,4196.8,2923000
2024-10-15,4130.3,4155.8,4080.9,4115.7,2701800
2024-10-16,4123.3,4144.7,4094.1,4127.8,2533700
2024-10-17,4240.1,4261.7,4205.5,4212.2,902000
2024-10-18,4287.4,4289.2,4251.9,4273.4,968900
2024-10-21,4379.0,4412.7,4342.8,4389.7,2664800
2024-10-22,4307.6,4359.7,4257.6,4311.8,3107700
2024-10-23,4401.1,4432.2,4376.6,4415.3,3146400
2024-10-24,4396.2,4425.8,4351.4,4401.7,2059200
2024-10-25,4314.9,4370.7,4297.0,4338.4,2026800
2024-10-28,4263.6,4351.6,4224.4,4306.2,2848900
2024-10-29,4334.3,4340.3,4300.7,4325.8,3239900
2024-10-30,4358.3,4431.3,4321.2,4379.1,1012500
2024-10-31,4358.9,4368.5,4355.4,4359.3,1101300
2024-11-01,4146.1,4171.2,4108.9,4111.0,689800
2024-11-04,4244.5,4311.2,4199.9,4273.0,2840100
2024-11-05,4296.0,4325.8,4281.3,4293.7,2306900
2024-11-06,4343.9,4348.9,4280.5,4319.4,2800800
2024-11-07,4319.5,4357.2,4300.9,4325.0,1216100
2024-11-08,4402.2,4418.3,4364.4,4376.2,2629700
2024-11-11,4349.2,4371.3,4299.9,4326.2,2000600
2024-11-12,4281.1,4315.3,4230.9,4297.9,3159200
2024-11-13,4287.5,4315.7,4227.9,4274.5,2508200
2024-11-14,4243.6,4277.7,4216.4,4219.1,1751100
2024-11-15,4392.4,4428.8,4381.9,4386.5,1151600
2024-11-18,4463.4,4465.8,4394.2,4425.8,1349500
2024-11-19,4547.7,4565.8,4511.7,4557.2,1679400
2024-11-20,4650.9,4690.1,4627.9,4685.4,2541700
2024-11-21,4642.1,4729.9,4615.6,4680.9,1608400
2024-11-22,4833.3,4881.4,4796.5,4851.7,1515900
2024-11-25,4744.4,4764.8,4714.2,4764.6,880200
2024-11-26,4592.5,4641.4,4553.4,4627.2,2543000
2024-11-27,4402.1,4404.9,4368.2,4385.5,2363900
2024-11-28,4422.6,4476.1,4415.4,4461.5,671000
2024-11-29,4545.6,4596.8,4487.5,4530.8,3205000
2024-12-02,4540.2,4581.5,4487.9,4504.2,1027800
2024-12-03,4440.6,4514.0,4426.3,4485.3,2846400
2024-12-04,4254.0,4261.6,4170.0,4218.9,2283900
2024-12-05,4167.4,4199.6,4122.6,4194.3,770900
2024-12-06,4140.4,4162.4,4060.5,4102.5,711200
2024-12-09,4018.7,4065.2,3973.9,4057.5,700400
2024-12-10,4145.1,4157.9,4075.5,4113.1,2399300
2024-12-11,3935.4,4001.2,3903.0,3961.1,1330400
2024-12-12,3959.3,4010.0,3932.2,3996.9,2018700
2024-12-13,3911.7,3941.8,3893.8,3920.4,2709200
2024-12-16,3900.8,3928.1,3897.3,3912.6,2771100
2024-12-17,3896.6,3917.6,3878.2,3912.8,787000
2024-12-18,3899.2,3943.7,3876.5,3895.0,2459200
2024-12-19,3812.1,3838.0,3798.7,3832.5,1842700
2024-12-20,3726.5,3782.1,3686.8,3757.8,1404300
2024-12-23,3924.6,3944.9,3904.8,3908.4,1134500
2024-12-24,3932.0,3989.1,3891.6,3955.3,1389200
2024-12-25,4037.1,4077.6,4001.6,4021.7,1297600
2024-12-26,3928.0,3967.3,3893.0,3961.1,2355000
2024-12-27,4079.8,4119.8,4032.8,4082.8,2568600
2024-12-30,4005.2,4070.2,3982.7,4045.3,1755600
2024-12-31,4148.1,4154.8,4112.8,4117.8,2937300
2025-01-01,4105.6,4144.1,4084.6,4094.6,2944400
2025-01-02,4144.3,4156.9,4112.3,4141.5,975300
2025-01-03,4087.8,4093.8,4051.5,4072.2,2707300
2025-01-06,4010.3,4091.1,3969.4,4048.9,1125200
2025-01-07,3994.9,4007.6,3978.8,4000.9,2103700
2025-01-08,4107.4,4120.0,4062.7,4119.3,2512500
2025-01-09,4084.5,4093.9,4033.6,4063.8,1535100
2025-01-10,4039.1,4115.1,4037.7,4075.1,2422300
2025-01-13,4090.0,4098.3,4050.8,4096.8,862600
2025-01-14,4071.1,4139.3,4037.3,4103.5,1553700
2025-01-15,3867.5,3901.6,3821.5,3887.9,3137700
2025-01-16,3864.9,3911.5,3833.1,3882.7,1071200
2025-01-17,3785.4,3791.8,3749.0,3763.6,790500
2025-01-20,3641.3,3690.2,3606.5,3660.5,2089300
2025-01-21,3639.4,3681.8,3592.9,3615.0,2402400
