date,open,high,low,close,volume
2024-06-18,8459.7,8594.9,8377.2,8535.0,470500
2024-06-19,8710.7,8810.3,8701.3,8754.5,803100
2024-06-20,8777.7,8903.3,8716.4,8814.0,1783400
2024-06-21,8957.2,8963.4,8871.7,8887.5,2040900
2024-06-24,9020.5,9072.0,8863.7,8952.0,1869200
2024-06-25,9005.0,9038.1,8818.3,8921.9,1068400
2024-06-26,8625.1,8772.6,8547.8,8685.9,946400
2024-06-27,8682.9,8761.9,8628.5,8732.3,1142600
2024-06-28,8450.5,8564.7,8391.0,8483.7,911600
2024-07-01,8545.1,8586.0,8488.8,8563.5,1817100
2024-07-02,8621.2,8659.5,8514.3,8547.6,1162200
2024-07-03,8534.7,8606.6,8463.0,8471.0,1492600
2024-07-04,8553.6,8624.8,8406.2,8469.3,1804500
2024-07-05,8531.8,8623.0,8451.1,8609.2,838600
2024-07-08,8605.3,8680.1,8519.3,8538.9,1106600
2024-07-09,8553.1,8573.3,8453.4,8546.5,876700
2024-07-10,8562.3,8675.0,8486.5,8582.5,1066000
2024-07-11,8639.0,8665.6,8544.6,8566.6,1924300
2024-07-12,8637.3,8670.0,8534.9,8579.8,1919700
2024-07-15,8593.9,8712.6,8564.0,8673.7,1195500
2024-07-16,8613.9,8781.5,8510.7,8697.3,1047500
2024-07-17,8441.1,8600.1,8413.5,8524.9,1651800
2024-07-18,8464.8,8581.6,8365.8,8480.1,1968200
2024-07-19,8625.7,8768.9,8605.5,8712.6,1239900
2024-07-22,8648.0,8685.9,8521.6,8620.5,688900
2024-07-23,8578.5,8672.1,8454.9,8516.0,1106300
2024-07-24,8423.2,8485.2,8402.7,8437.8,868200
2024-07-25,8587.5,8713.6,8567.6,8623.8,543400
2024-07-26,8458.2,8581.3,8389.2,8494.5,1579700
2024-07-29,8480.8,8542.1,8414.8,8499.6,1084100
2024-07-30,8276.3,8352.2,8235.9,8248.4,1276700
2024-07-31,8219.5,8347.3,8212.5,8296.7,1990500
2024-08-01,8295.8,8343.8,8184.9,8253.3,991300
2024-08-02,8278.1,8339.1,8196.2,8332.6,587600
2024-08-05,8300.1,8322.8,8241.5,8243.4,455900
2024-08-06,7812.3,7879.3,7738.5,7867.2,1670300
2024-08-07,7979.5,8112.4,7955.0,8055.8,2171800
2024-08-08,8115.8,8232.2,8084.2,8189.8,540300
2024-08-09,8674.5,8731.0,8566.1,8596.1,2129600
2024-08-12,8442.5,8590.2,8382.1,8515.8,1424500
2024-08-13,8295.2,8386.2,8270.5,8330.9,1039500
2024-08-14,7914.6,8059.3,7842.3,7971.5,648100
2024-08-15,8032.6,8111.6,7951.1,7984.4,1686200
2024-08-16,7891.7,8016.3,7850.9,7941.8,786200
2024-08-19,8003.3,8157.2,7962.9,8071.9,1663100
2024-08-20,8092.7,8229.7,8048.2,8134.8,758700
2024-08-21,8403.5,8422.2,8306.9,8354.3,1519900
2024-08-22,8609.7,8648.6,8526.5,8537.2,1444800
2024-08-23,8325.9,8370.1,8246.2,8328.1,870100
2024-08-26,8514.0,8573.5,8382.4,8478.2,491500
2024-08-27,8385.9,8455.6,8333.9,8398.2,842800
2024-08-28,8087.8,8248.3,8003.1,8151.5,995500
2024-08-29,7948.5,7980.0,7887.6,7929.3,1045500
2024-08-30,8070.2,8151.2,8011.3,8050.2,951900
2024-09-02,8055.3,8097.9,7960.8,8034.8,919700
2024-09-03,8031.7,8070.0,7958.2,8049.6,1411200
2024-09-04,8313.9,8403.9,8195.0,8240.6,1175300
2024-09-05,8257.5,8332.8,8175.7,8275.8,1094000
2024-09-06,8294.4,8378.4,8174.7,8273.4,1391300
2024-09-09,8227.6,8244.9,8196.3,8205.2,867600
2024-09-10,8099.6,8135.3,8011.7,8088.5,1213100
2024-09-11,8032.4,8125.3,7952.0,8001.5,2060200
2024-09-12,8062.7,8135.9,7995.7,8075.5,1318600
2024-09-13,7645.0,7731.9,7615.9,7676.6,2046000
2024-09-16,7535.7,7573.9,7428.3,7493.2,1565600
2024-09-17,7587.4,7711.2,7535.2,7648.3,466500
2024-09-18,7642.1,7729.3,7550.9,7719.0,791500
2024-09-19,7642.2,7698.5,7537.7,7583.5,976700
2024-09-20,7627.3,7674.4,7526.4,7583.7,1420700
2024-09-23,7625.6,7681.9,7584.1,7613.6,2019000
2024-09-24,7601.4,7619.5,7588.1,7596.9,1988500
2024-09-25,7741.8,7768.8,7648.0,7683.1,1530900
2024-09-26,7486.0,7518.3,7471.9,7500.0,1257500
2024-09-27,7526.6,7590.6,7454.8,7559.8,812500
2024-09-30,7699.4,7772.3,7655.9,7761.2,1057600
2024-10-01,7930.7,7990.8,7906.8,7958.3,519200
2024-10-02,7840.0,7904.6,7756.4,7842.5,1499300
2024-10-03,7901.7,7997.7,7841.6,7981.5,550900
2024-10-04,7747.1,7836.7,7728.9,7795.8,1481800
2024-10-07,7928.0,7995.4,7794.7,7881.2,1009600
2024-10-08,7675.3,7738.5,7575.5,7636.5,1468900
2024-10-09,7656.9,7721.5,7604.5,7682.3,1402600
2024-10-10,7707.5,7770.0,7693.5,7700.3,442900
2024-10-11,7687.9,7725.9,7594.2,7681.3,805300
2024-10-14,7966.4,7968.2,7846.6,7912.5,1353800
2024-10-15,7512.3,7547.2,7465.7,7495.8,1144900
2024-10-16,7507.6,7634.3,7500.5,7574.0,1602500
2024-10-17,7629.2,7705.2,7505.7,7556.4,1683200
2024-10-18,7456.7,7515.1,7365.8,7448.4,919600
2024-10-21,7504.7,7595.5,7463.3,7522.2,1172400
2024-10-22,7385.4,7411.7,7319.5,7348.6,823900
2024-10-23,7461.5,7514.5,7354.6,7403.4,1443300
2024-10-24,7449.2,7495.4,7361.6,7471.4,1783200
2024-10-25,7219.6,7267.6,7197.6,7260.8,1748300
2024-10-28,7221.7,7270.0,7196.8,7263.9,1304300
2024-10-29,7177.2,7248.6,7130.5,7157.5,1174700
2024-10-30,7214.4,7225.6,7130.2,7153.3,1947400
2024-10-31,7616.1,7641.6,7547.1,7588.6,2017200
2024-11-01,7750.8,7835.2,7747.6,7780.2,611800
2024-11-04,7797.1,7853.2,7734.9,7763.9,1022400
2024-11-05,7570.7,7679.7,7521.3,7638.7,790300
2024-11-06,7628.9,7651.9,7574.1,7643.3,1476700
2024-11-07,7665.0,7771.4,7630.0,7723.0,628100
2024-11-08,7593.7,7639.7,7553.2,7554.6,736200
2024-11-11,7561.3,7622.8,7519.5,7572.8,1988300
2024-11-12,7911.8,7958.3,7827.4,7840.6,798300
2024-11-13,7958.0,7986.5,7848.2,7884.8,1730100
2024-11-14,7879.1,7926.6,7713.1,7801.5,1586400
2024-11-15,7782.7,7903.9,7732.7,7814.8,1320800
2024-11-18,7955.2,8057.6,7877.5,8011.7,1454000
2024-11-19,8256.4,8332.9,8145.2,8184.5,1513500
2024-11-20,8119.2,8206.9,7980.7,8050.2,1392800
2024-11-21,7965.2,8014.6,7940.8,8008.8,1846600
2024-11-22,8172.8,8233.8,8068.3,8141.0,1125100
2024-11-25,8176.4,8197.6,8097.9,8124.0,1589100
2024-11-26,8194.3,8267.5,8139.7,8196.3,1209200
2024-11-27,8407.5,8458.7,8315.9,8345.9,1387600
2024-11-28,8344.0,8390.0,8279.9,8349.4,1070000
2024-11-29,8366.4,8490.0,8323.8,8402.1,1557100
2024-12-02,8524.4,8681.7,8458.2,8602.5,1687900
2024-12-03,8334.2,8498.8,8266.7,8407.7,1240000
2024-12-04,8348.8,8414.1,8297.8,8323.9,1595400
2024-12-05,8399.0,8458.8,8374.9,8418.8,2144200
2024-12-06,8744.8,8807.7,8630.0,8724.4,1922300
2024-12-09,8608.1,8692.0,8478.5,8548.0,777600
2024-12-10,8542.3,8631.5,8499.2,8606.2,2099700
2024-12-11,8616.3,8730.8,8603.6,8666.9,733800
2024-12-12,8913.6,8922.8,8830.5,8835.7,874900
2024-12-13,9003.1,9005.1,8851.7,8925.3,1436000
2024-12-16,8985.8,9092.1,8902.1,8903.7,2049500
2024-12-17,8827.0,8898.1,8742.5,8885.6,1647100
2024-12-18,8953.0,9022.1,8870.8,8920.5,2015300
2024-12-19,8656.4,8779.2,8634.6,8743.5,1733300
2024-12-20,8908.7,8974.5,8813.5,8846.9,1303000
2024-12-23,8966.4,8999.5,8896.0,8943.8,593100
2024-12-24,8800.5,8951.9,8745.5,8853.0,573200
2024-12-25,8996.5,9087.0,8899.0,9066.7,1279300
2024-12-26,8781.7,8915.3,8715.7,8869.3,1243600
2024-12-27,8864.6,8894.0,8797.9,8856.7,1666700
2024-12-30,8733.5,8746.5,8668.7,8745.4,1560200
2024-12-31,8560.0,8638.8,8512.4,8529.1,860900
2025-01-01,8738.4,8795.8,8705.1,8711.2,1025700
2025-01-02,8741.6,8822.2,8635.4,8702.5,810800
2025-01-03,8677.1,8701.9,8614.3,8631.5,1861200
2025-01-06,8676.2,8686.4,8600.3,8628.5,437600
2025-01-07,8840.7,8918.2,8807.5,8816.1,1398500
2025-01-08,9116.2,9177.5,8978.0,9050.9,1241100
2025-01-09,9120.7,9223.2,9048.4,9126.1,1259900
2025-01-10,9081.6,9219.3,9041.3,9148.7,472600
2025-01-13,9128.8,9214.6,9047.6,9180.3,2117600
2025-01-14,9344.0,9405.6,9195.4,9257.3,1031500
2025-01-15,9371.0,9560.0,9292.3,9457.8,903300
2025-01-16,9322.0,9408.1,9192.0,9281.9,1373300
2025-01-17,9623.6,9712.1,9540.2,9584.9,705500
2025-01-20,9721.5,9874.1,9660.9,9773.6,1340600
2025-01-21,9994.2,10097.0,9802.0,9920.6,1856800
2025-01-22,9964.1,10049.2,9877.9,9998.7,2102800
2025-01-23,10120.7,10198.4,10013.6,10043.3,1094800
2025-01-24,10163.1,10184.0,9989.8,10075.7,780900
2025-01-27,10534.8,10544.6,10385.3,10480.2,1749300
2025-01-28,10420.1,10511.4,10413.5,10414.5,1872500
2025-01-29,10319.3,10419.9,10204.5,10356.7,1659400
2025-01-30,10440.1,10452.3,10385.0,10415.4,1107800
2025-01-31,10490.5,10582.2,10337.9,10408.9,671200
2025-02-03,10871.5,10966.2,10775.3,10891.5,911000
2025-02-04,10636.3,10824.1,10554.1,10704.8,771100
2025-02-05,10808.6,10936.0,10621.9,10717.4,660300
2025-02-06,10502.3,10566.6,10407.8,10564.6,720900
2025-02-07,10749.3,10912.3,10633.1,10817.6,807800
2025-02-10,10942.7,10997.2,10795.5,10881.3,1105200
2025-02-11,10921.0,11051.2,10845.4,11012.4,693900
2025-02-12,10846.1,10996.5,10786.1,10928.3,1987800
2025-02-13,10515.1,10571.3,10445.1,10476.5,1243000
2025-02-14,10749.9,10868.2,10652.1,10746.9,1718500
2025-02-17,10749.3,10842.3,10665.5,10704.6,1983300
2025-02-18,10425.8,10577.9,10418.9,10483.7,1843500
2025-02-19,10153.1,10311.0,10040.5,10217.8,1225600
2025-02-20,10606.3,10681.8,10389.8,10503.4,936100
2025-02-21,10358.0,10547.2,10278.4,10444.3,1523500
2025-02-24,10216.9,10280.6,10115.0,10278.2,831800
2025-02-25,10242.0,10351.6,10232.1,10232.8,578500
2025-02-26,10182.6,10262.0,10073.9,10235.9,644100
2025-02-27,10340.8,10377.3,10269.7,10328.9,1891700
2025-02-28,10383.6,10444.3,10226.3,10335.7,1958000
2025-03-03,10387.0,10440.8,10312.5,10416.6,823700
2025-03-04,10018.1,10100.0,9938.8,9966.5,2063400
2025-03-05,9846.0,9900.5,9769.2,9829.3,1791000
2025-03-06,10044.4,10103.7,9977.5,10001.6,751400
2025-03-07,9839.8,9839.9,9769.8,9805.3,2102100
2025-03-10,9759.2,9871.2,9662.0,9759.3,2149900
2025-03-11,9543.8,9644.9,9486.8,9579.2,493800
2025-03-12,9786.3,9870.8,9630.3,9733.5,2073200
2025-03-13,9513.0,9648.4,9504.9,9595.5,2164500
2025-03-14,9817.9,9891.8,9752.6,9851.0,2140900
2025-03-17,9757.5,9818.2,9629.0,9743.4,1748000
2025-03-18,9814.1,9964.7,9702.3,9895.3,729700
2025-03-19,9950.5,10007.9,9916.4,9961.5,1996300
2025-03-20,9532.8,9595.9,9446.4,9528.0,2051800
2025-03-21,9695.4,9791.0,9658.8,9774.4,733300
2025-03-24,9680.7,9747.3,9520.3,9598.9,1693500
2025-03-25,9579.2,9585.6,9499.4,9579.5,1145100
2025-03-26,9446.3,9538.4,9316.3,9400.9,2066500
2025-03-27,9468.6,9613.6,9429.1,9512.8,476700
2025-03-28,9751.1,9808.3,9597.9,9664.7,867800
2025-03-31,9851.1,9941.4,9828.8,9904.9,2116500
2025-04-01,9660.0,9739.9,9495.8,9571.3,1626900
2025-04-02,9470.6,9673.2,9453.1,9563.2,1779100
2025-04-03,9402.3,9509.2,9346.0,9368.1,1557000
2025-04-04,9654.3,9684.2,9509.3,9595.0,1834700
2025-04-07,9321.6,9367.1,9218.5,9277.0,1770400
2025-04-08,9509.6,9526.6,9367.3,9416.9,517300
2025-04-09,9188.0,9264.4,9099.3,9196.2,1783500
2025-04-10,9479.5,9521.0,9353.6,9431.1,545400
2025-04-11,9379.5,9431.6,9326.1,9369.7,714200
2025-04-14,9342.5,9348.4,9251.3,9303.5,1421700
2025-04-15,9551.8,9655.9,9439.7,9606.9,1526800
2025-04-16,9510.2,9596.4,9472.6,9538.3,1915000
2025-04-17,9536.3,9638.3,9476.2,9603.4,1351600
2025-04-18,9287.6,9436.4,9252.4,9346.5,1432400
2025-04-21,9384.7,9472.3,9244.9,9302.3,562300
2025-04-22,9243.3,9302.4,9102.1,9180.2,2137900
2025-04-23,9175.2,9253.4,9161.2,9176.3,981300
2025-04-24,8846.4,8950.8,8807.7,8821.1,1898900
2025-04-25,8942.1,9038.0,8881.4,8888.9,2031000
2025-04-28,8777.5,8851.1,8734.7,8740.3,1965100
2025-04-29,8580.0,8652.1,8520.7,8613.8,1010900
2025-04-30,9018.0,9033.8,8938.6,8938.8,566300
2025-05-01,8796.9,8825.3,8749.4,8775.7,1334500
2025-05-02,9033.2,9136.1,8903.1,8982.5,1056200
2025-05-05,9066.5,9098.6,9014.0,9066.3,759800
2025-05-06,8818.9,8878.7,8726.9,8836.9,1972200
2025-05-07,8657.6,8660.3,8608.6,8651.6,1423600
2025-05-08,8633.8,8766.6,8547.8,8666.7,684800
2025-05-09,8508.1,8574.5,8437.3,8545.3,1186600
2025-05-12,8840.0,8938.1,8762.2,8812.1,1630100
2025-05-13,8752.1,8812.4,8734.6,8766.0,1984600
